STUDYID,DOMAIN,USUBJID,CLSEQ,CLREFID,CLTESTCD,CLTEST,CLCAT,CLORRES,CLSTRESC,CLLOC,VISITDY,CLDTC,CLDY,CLTPT,CLTPTNUM
20214751,CL,20214751-151,45,45,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,End of the Day,5
20214751,CL,20214751-151,46,46,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Before Dosing,1
20214751,CL,20214751-151,47,47,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Afternoon,4
20214751,CL,20214751-151,48,48,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,End of the Day,5
20214751,CL,20214751-151,49,49,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Before Dosing,1
20214751,CL,20214751-151,50,50,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Afternoon,4
20214751,CL,20214751-151,51,51,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,End of the Day,5
20214751,CL,20214751-151,52,52,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Before Dosing,1
20214751,CL,20214751-151,53,53,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Afternoon,4
20214751,CL,20214751-151,54,54,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,End of the Day,5
20214751,CL,20214751-151,55,55,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Before Dosing,1
20214751,CL,20214751-151,56,56,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Afternoon,4
20214751,CL,20214751-151,57,57,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,End of the Day,5
20214751,CL,20214751-151,58,58,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,19,2018-10-27,19,Before Dosing,1
20214751,CL,20214751-151,59,59,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,19,2018-10-27,19,Immediately after dosing,2
20214751,CL,20214751-151,60,60,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,20,2018-10-28,20,Before Dosing,1
20214751,CL,20214751-151,61,61,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,20,2018-10-28,20,Immediately after dosing,2
20214751,CL,20214751-151,62,62,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,Before Dosing,1
20214751,CL,20214751-151,63,63,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,Afternoon,4
20214751,CL,20214751-151,64,64,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,End of the Day,5
20214751,CL,20214751-151,65,65,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,Before Dosing,1
20214751,CL,20214751-151,66,66,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,Afternoon,4
20214751,CL,20214751-151,67,67,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,End of the Day,5
20214751,CL,20214751-151,68,68,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,Before Dosing,1
20214751,CL,20214751-151,69,69,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,Afternoon,4
20214751,CL,20214751-151,70,70,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,End of the Day,5
20214751,CL,20214751-151,71,71,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,Before Dosing,1
20214751,CL,20214751-151,72,72,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,Afternoon,4
20214751,CL,20214751-151,73,73,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,End of the Day,5
20214751,CL,20214751-151,74,74,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,Before Dosing,1
20214751,CL,20214751-151,75,75,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,Afternoon,4
20214751,CL,20214751-151,76,76,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,End of the Day,5
20214751,CL,20214751-151,77,77,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,26,2018-11-03,26,Before Dosing,1
20214751,CL,20214751-151,78,78,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,26,2018-11-03,26,Immediately after dosing,2
20214751,CL,20214751-151,79,79,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,27,2018-11-04,27,Before Dosing,1
20214751,CL,20214751-151,80,80,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,27,2018-11-04,27,Immediately after dosing,2
20214751,CL,20214751-151,81,81,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,28,2018-11-05,28,Before Dosing,1
20214751,CL,20214751-151,82,82,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,28,2018-11-05,28,Afternoon,4
20214751,CL,20214751-151,83,83,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,28,2018-11-05,28,End of the Day,5
20214751,CL,20214751-151,84,84,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,29,2018-11-06,29,Before Dosing,1
20214751,CL,20214751-151,85,85,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,29,2018-11-06,29,Afternoon,4
20214751,CL,20214751-151,86,86,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,29,2018-11-06,29,End of the Day,5
20214751,CL,20214751-151,87,87,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,30,2018-11-07,30,Before Dosing,1
20214751,CL,20214751-151,88,88,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,30,2018-11-07,30,Afternoon,4
20214751,CL,20214751-151,89,89,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,30,2018-11-07,30,End of the Day,5
20214751,CL,20214751-151,90,90,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,31,2018-11-08,31,Before Dosing,1
20214751,CL,20214751-151,91,91,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,31,2018-11-08,31,Afternoon,4
20214751,CL,20214751-151,92,92,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,31,2018-11-08,31,End of the Day,5
20214751,CL,20214751-151,93,93,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,32,2018-11-09,32,Before Dosing,1
20214751,CL,20214751-151,94,94,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,32,2018-11-09,32,Afternoon,4
20214751,CL,20214751-151,95,95,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,32,2018-11-09,32,End of the Day,5
20214751,CL,20214751-151,96,96,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,33,2018-11-10,33,Before Dosing,1
20214751,CL,20214751-151,97,97,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,33,2018-11-10,33,Immediately after dosing,2
20214751,CL,20214751-151,98,98,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,34,2018-11-11,34,Before Dosing,1
20214751,CL,20214751-151,99,99,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,34,2018-11-11,34,Immediately after dosing,2
20214751,CL,20214751-151,100,100,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,35,2018-11-12,35,Before Dosing,1
20214751,CL,20214751-151,101,101,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,35,2018-11-12,35,Afternoon,4
20214751,CL,20214751-151,102,102,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,35,2018-11-12,35,End of the Day,5
20214751,CL,20214751-151,103,103,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,36,2018-11-13,36,Before Dosing,1
20214751,CL,20214751-151,104,104,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,36,2018-11-13,36,Afternoon,4
20214751,CL,20214751-151,105,105,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,36,2018-11-13,36,End of the Day,5
20214751,CL,20214751-151,106,106,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,37,2018-11-14,37,Before Dosing,1
20214751,CL,20214751-151,107,107,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,37,2018-11-14,37,Afternoon,4
20214751,CL,20214751-151,108,108,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,37,2018-11-14,37,End of the Day,5
20214751,CL,20214751-151,109,109,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,38,2018-11-15,38,Before Dosing,1
20214751,CL,20214751-151,110,110,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,38,2018-11-15,38,Afternoon,4
20214751,CL,20214751-151,111,111,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,38,2018-11-15,38,End of the Day,5
20214751,CL,20214751-151,112,112,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,39,2018-11-16,39,Before Dosing,1
20214751,CL,20214751-151,113,113,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,39,2018-11-16,39,Afternoon,4
20214751,CL,20214751-151,114,114,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,39,2018-11-16,39,End of the Day,5
20214751,CL,20214751-151,115,115,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,40,2018-11-17,40,Before Dosing,1
20214751,CL,20214751-151,116,116,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,40,2018-11-17,40,Immediately after dosing,2
20214751,CL,20214751-151,117,117,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,41,2018-11-18,41,Before Dosing,1
20214751,CL,20214751-151,118,118,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,41,2018-11-18,41,Immediately after dosing,2
20214751,CL,20214751-151,119,119,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,42,2018-11-19,42,Before Dosing,1
20214751,CL,20214751-151,120,120,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,42,2018-11-19,42,Afternoon,4
20214751,CL,20214751-151,121,121,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,42,2018-11-19,42,End of the Day,5
20214751,CL,20214751-151,122,122,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,43,2018-11-20,43,Before Dosing,1
20214751,CL,20214751-151,123,123,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,43,2018-11-20,43,Afternoon,4
20214751,CL,20214751-151,124,124,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,43,2018-11-20,43,End of the Day,5
20214751,CL,20214751-151,125,125,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,44,2018-11-21,44,Before Dosing,1
20214751,CL,20214751-151,126,126,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,44,2018-11-21,44,Afternoon,4
20214751,CL,20214751-151,127,127,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,44,2018-11-21,44,End of the Day,5
20214751,CL,20214751-151,128,128,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,45,2018-11-22,45,Before Dosing,1
20214751,CL,20214751-151,129,129,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,45,2018-11-22,45,Afternoon,4
20214751,CL,20214751-151,130,130,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,45,2018-11-22,45,End of the Day,5
20214751,CL,20214751-151,131,131,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,46,2018-11-23,46,Before Dosing,1
20214751,CL,20214751-152,132,132,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,Immediately after dosing,2
20214751,CL,20214751-152,133,133,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,0.5h after treatment,3
20214751,CL,20214751-152,134,134,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,Afternoon,4
20214751,CL,20214751-152,135,135,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,End of the Day,5
20214751,CL,20214751-152,136,136,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,Before Dosing,1
20214751,CL,20214751-152,137,137,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,Immediately after dosing,2
20214751,CL,20214751-152,138,138,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,0.5h after treatment,3
20214751,CL,20214751-152,139,139,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,Afternoon,4
20214751,CL,20214751-152,140,140,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,End of the Day,5
20214751,CL,20214751-152,141,141,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,Before Dosing,1
20214751,CL,20214751-152,142,142,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,Immediately after dosing,2
20214751,CL,20214751-152,143,143,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,0.5h after treatment,3
20214751,CL,20214751-152,144,144,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,Afternoon,4
20214751,CL,20214751-152,145,145,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,End of the Day,5
20214751,CL,20214751-152,146,146,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,Before Dosing,1
20214751,CL,20214751-152,147,147,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,Immediately after dosing,2
20214751,CL,20214751-152,148,148,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,0.5h after treatment,3
20214751,CL,20214751-152,149,149,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,Afternoon,4
20214751,CL,20214751-152,150,150,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,End of the Day,5
20214751,CL,20214751-152,151,151,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,5,2018-10-13,5,Before Dosing,1
20214751,CL,20214751-152,152,152,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,5,2018-10-13,5,Immediately after dosing,2
20214751,CL,20214751-152,153,153,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,6,2018-10-14,6,Before Dosing,1
20214751,CL,20214751-152,154,154,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,6,2018-10-14,6,Immediately after dosing,2
20214751,CL,20214751-152,155,155,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,Before Dosing,1
20214751,CL,20214751-152,156,156,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,Afternoon,4
20214751,CL,20214751-152,157,157,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,End of the Day,5
20214751,CL,20214751-152,158,158,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,Before Dosing,1
20214751,CL,20214751-152,159,159,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,Afternoon,4
20214751,CL,20214751-152,160,160,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,End of the Day,5
20214751,CL,20214751-152,161,161,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,Before Dosing,1
20214751,CL,20214751-152,162,162,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,Afternoon,4
20214751,CL,20214751-152,163,163,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,End of the Day,5
20214751,CL,20214751-152,164,164,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,Before Dosing,1
20214751,CL,20214751-152,165,165,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,Afternoon,4
20214751,CL,20214751-152,166,166,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,End of the Day,5
20214751,CL,20214751-152,167,167,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,Before Dosing,1
20214751,CL,20214751-152,168,168,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,Afternoon,4
20214751,CL,20214751-152,169,169,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,End of the Day,5
20214751,CL,20214751-152,170,170,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,12,2018-10-20,12,Before Dosing,1
20214751,CL,20214751-152,171,171,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,12,2018-10-20,12,Immediately after dosing,2
20214751,CL,20214751-152,172,172,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,13,2018-10-21,13,Before Dosing,1
20214751,CL,20214751-152,173,173,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,13,2018-10-21,13,Immediately after dosing,2
20214751,CL,20214751-152,174,174,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,Before Dosing,1
20214751,CL,20214751-152,175,175,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,Afternoon,4
20214751,CL,20214751-152,176,176,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,End of the Day,5
20214751,CL,20214751-152,177,177,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Before Dosing,1
20214751,CL,20214751-152,178,178,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Afternoon,4
20214751,CL,20214751-152,179,179,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,End of the Day,5
20214751,CL,20214751-152,180,180,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Before Dosing,1
20214751,CL,20214751-152,181,181,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Afternoon,4
20214751,CL,20214751-152,182,182,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,End of the Day,5
20214751,CL,20214751-152,183,183,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Before Dosing,1
20214751,CL,20214751-152,184,184,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Afternoon,4
20214751,CL,20214751-152,185,185,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,End of the Day,5
20214751,CL,20214751-152,186,186,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Before Dosing,1
20214751,CL,20214751-152,187,187,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Afternoon,4
20214751,CL,20214751-152,188,188,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,End of the Day,5
20214751,CL,20214751-152,189,189,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,19,2018-10-27,19,Before Dosing,1
